time,date,symbol,volume,adjprice,oil,gold,sp500,vix,rates_10y
67,2010-04-09,MSFT,54752500,22.728334426879883,84.91999816894531,1161.0999755859375,1194.3699951171875,16.139999389648438,3.888000011444092
68,2010-04-12,MSFT,37068800,22.713348388671875,84.33999633789062,1161.5999755859375,1196.47998046875,15.579999923706056,3.845999956130981
69,2010-04-13,MSFT,41374600,22.81073570251465,84.05000305175781,1152.800048828125,1197.300048828125,16.200000762939453,3.811000108718872
70,2010-04-14,MSFT,68941200,23.087905883789062,85.83999633789062,1159.0,1210.6500244140625,15.59000015258789,3.8550000190734863
71,2010-04-15,MSFT,52745400,23.1253662109375,85.51000213623047,1159.699951171875,1211.6700439453125,15.890000343322754,3.848000049591065
72,2010-04-16,MSFT,88703100,22.975542068481445,83.23999786376953,1136.300048828125,1192.1300048828125,18.36000061035156,3.7699999809265137
73,2010-04-19,MSFT,64970300,23.25271224975586,81.44999694824219,1135.199951171875,1197.52001953125,17.34000015258789,3.806999921798706
74,2010-04-20,MSFT,52199500,23.492431640625,83.44999694824219,1138.5999755859375,1207.1700439453125,15.729999542236328,3.805000066757202
75,2010-04-21,MSFT,55343100,23.4699649810791,83.68000030517578,1148.199951171875,1205.93994140625,16.31999969482422,3.73799991607666
76,2010-04-22,MSFT,84847600,23.51490020751953,83.69999694824219,1142.300048828125,1208.6700439453125,16.469999313354492,3.7720000743865967
77,2010-04-23,MSFT,126766600,23.192794799804688,85.12000274658203,1153.0999755859375,1217.280029296875,16.6200008392334,3.816999912261963
78,2010-04-26,MSFT,63649300,23.305150985717773,84.19999694824219,1153.5,1212.050048828125,17.469999313354492,3.815000057220459
79,2010-04-27,MSFT,68730900,23.110382080078125,82.44000244140625,1161.699951171875,1183.7099609375,22.809999465942383,3.690000057220459
80,2010-04-28,MSFT,64557900,23.155330657958984,83.22000122070312,1171.300048828125,1191.3599853515625,21.07999992370605,3.7730000019073486
81,2010-04-29,MSFT,52665200,23.22275733947754,85.16999816894531,1168.4000244140625,1206.780029296875,18.440000534057617,3.7279999256134033
82,2010-04-30,MSFT,63214800,22.87815284729004,86.1500015258789,1180.0999755859375,1186.68994140625,22.049999237060547,3.663000106811523
83,2010-05-03,MSFT,43989500,23.117876052856445,86.19000244140625,1182.699951171875,1202.260009765625,20.190000534057617,3.704999923706055
84,2010-05-04,MSFT,82085600,22.571016311645508,82.73999786376953,1168.5999755859375,1173.5999755859375,23.84000015258789,3.61299991607666
85,2010-05-05,MSFT,66833800,22.36126518249512,79.97000122070312,1174.5999755859375,1165.8699951171875,24.90999984741211,3.549999952316284
86,2010-05-06,MSFT,128613000,21.70952796936035,77.11000061035156,1196.9000244140625,1128.1500244140625,32.79999923706055,3.3980000019073486
87,2010-05-07,MSFT,173718100,21.132707595825195,75.11000061035156,1210.0,1110.8800048828125,40.95000076293945,3.428999900817871
88,2010-05-10,MSFT,86653300,21.6795654296875,76.80000305175781,1200.4000244140625,1159.72998046875,28.84000015258789,3.5390000343322754
89,2010-05-11,MSFT,63789400,21.634614944458008,76.37000274658203,1219.9000244140625,1155.7900390625,28.31999969482422,3.5350000858306885
90,2010-05-12,MSFT,47146800,22.054128646850582,75.6500015258789,1242.699951171875,1171.6700439453125,25.520000457763672,3.566999912261963
91,2010-05-13,MSFT,45188800,21.9043025970459,74.4000015258789,1228.800048828125,1157.43994140625,26.68000030517578,3.563999891281128
92,2010-05-14,MSFT,63334000,21.67207145690918,71.61000061035156,1227.4000244140625,1135.6800537109375,31.239999771118164,3.441999912261963
93,2010-05-17,MSFT,46053300,21.6795654296875,70.08000183105469,1227.699951171875,1136.93994140625,30.84000015258789,3.4719998836517334
94,2010-05-18,MSFT,52690600,21.521530151367188,69.41000366210938,1214.300048828125,1120.800048828125,33.54999923706055,3.375999927520752
95,2010-05-19,MSFT,61746700,21.25063705444336,69.87000274658203,1192.5999755859375,1115.050048828125,35.31999969482422,3.358999967575073
96,2010-05-20,MSFT,87991100,20.400304794311523,68.01000213623047,1187.800048828125,1071.5899658203125,45.790000915527344,3.263999938964844
97,2010-05-21,MSFT,117596300,20.19712829589844,70.04000091552734,1175.699951171875,1087.68994140625,40.09999847412109,3.200000047683716
98,2010-05-24,MSFT,73711700,19.768211364746094,70.20999908447266,1193.800048828125,1073.6500244140625,38.31999969482422,3.226999998092652
99,2010-05-25,MSFT,98373600,19.61770820617676,68.75,1197.800048828125,1074.030029296875,34.61000061035156,3.157999992370605
100,2010-05-26,MSFT,176684100,18.82005500793457,71.51000213623047,1213.300048828125,1067.949951171875,35.02000045776367,3.2179999351501465
101,2010-05-27,MSFT,136433600,19.56502914428711,74.55000305175781,1211.9000244140625,1103.06005859375,29.68000030517578,3.338000059127808
102,2010-05-28,MSFT,67496900,19.41452980041504,73.97000122070312,1212.199951171875,1089.4100341796875,32.06999969482422,3.3010001182556152
103,2010-06-01,MSFT,76152400,19.482255935668945,72.58000183105469,1224.800048828125,1070.7099609375,35.540000915527344,3.2960000038146973
104,2010-06-02,MSFT,65718800,19.91118049621582,72.86000061035156,1220.5999755859375,1098.3800048828125,30.170000076293945,3.3340001106262207
105,2010-06-03,MSFT,67837000,20.21219062805176,74.61000061035156,1208.300048828125,1102.8299560546875,29.459999084472656,3.378999948501587
106,2010-06-04,MSFT,89832200,19.40701103210449,71.51000213623047,1216.199951171875,1064.8800048828125,35.47999954223633,3.194999933242798
107,2010-06-07,MSFT,80456200,19.03075408935547,71.44000244140625,1239.300048828125,1050.469970703125,36.56999969482422,3.184000015258789
108,2010-06-08,MSFT,87355000,18.895307540893555,71.98999786376953,1244.0,1062.0,33.70000076293945,3.1679999828338623
109,2010-06-09,MSFT,87794000,18.654504776000977,74.37999725341797,1228.5,1055.68994140625,33.72999954223633,3.187000036239624
110,2010-06-10,MSFT,78930900,18.81253433227539,75.4800033569336,1220.800048828125,1086.8399658203125,30.56999969482422,3.319000005722046
111,2010-06-11,MSFT,68057700,19.309181213378903,73.77999877929688,1228.9000244140625,1091.5999755859375,28.790000915527344,3.2160000801086426
112,2010-06-14,MSFT,50972400,19.18877601623535,75.12000274658203,1223.300048828125,1089.6300048828125,28.57999992370605,3.275000095367432
113,2010-06-15,MSFT,81641500,20.00148582458496,76.94000244140625,1233.199951171875,1115.22998046875,25.8700008392334,3.309999942779541
114,2010-06-16,MSFT,48698000,19.805837631225582,77.66999816894531,1229.300048828125,1114.6099853515625,25.920000076293945,3.282000064849853
115,2010-06-17,MSFT,47995500,19.84345817565918,76.79000091552734,1247.5,1116.0400390625,25.049999237060547,3.190000057220459
116,2010-06-18,MSFT,52075600,19.896135330200195,77.18000030517578,1257.199951171875,1117.510009765625,23.950000762939453,3.2230000495910645
117,2010-06-21,MSFT,54625300,19.52741241455078,77.81999969482422,1239.699951171875,1113.199951171875,24.8799991607666,3.243000030517578
118,2010-06-22,MSFT,55985400,19.391958236694336,77.20999908447266,1239.9000244140625,1095.31005859375,27.049999237060547,3.1659998893737797
119,2010-06-23,MSFT,61466200,19.045806884765625,76.3499984741211,1234.0999755859375,1092.0400390625,26.90999984741211,3.115000009536743
120,2010-06-24,MSFT,85243400,18.81253433227539,76.51000213623047,1245.5,1073.68994140625,29.739999771118164,3.122999906539917
121,2010-06-25,MSFT,156256700,18.458852767944336,78.86000061035156,1255.800048828125,1076.760009765625,28.530000686645508,3.11299991607666
122,2010-06-28,MSFT,73784800,18.29330444335937,78.25,1238.199951171875,1074.5699462890625,29.0,3.032000064849853
123,2010-06-29,MSFT,119882100,17.540813446044922,75.94000244140625,1242.0,1041.239990234375,34.130001068115234,2.9670000076293945
124,2010-06-30,MSFT,81050500,17.31504249572754,75.62999725341797,1245.5,1030.7099609375,34.540000915527344,2.950999975204468
125,2010-07-01,MSFT,92239400,17.427928924560547,72.94999694824219,1206.300048828125,1027.3699951171875,32.86000061035156,2.927000045776367
126,2010-07-02,MSFT,62485100,17.510717391967773,72.13999938964844,1207.4000244140625,1022.5800170898438,30.1200008392334,2.9790000915527344
127,2010-07-06,MSFT,73592000,17.92458152770996,71.9800033569336,1194.800048828125,1028.06005859375,29.649999618530277,2.931999921798706
128,2010-07-07,MSFT,79965300,18.285785675048828,74.06999969482422,1198.5999755859375,1060.27001953125,26.84000015258789,2.9800000190734863
129,2010-07-08,MSFT,50758100,18.36856460571289,75.44000244140625,1195.800048828125,1070.25,25.709999084472656,3.0199999809265137
130,2010-07-09,MSFT,53806100,18.26321029663086,76.08999633789062,1209.5999755859375,1077.9599609375,24.979999542236328,3.055999994277954
131,2010-07-12,MSFT,49854200,18.68461227416992,74.94999694824219,1198.5,1078.75,24.43000030517578,3.0460000038146973
132,2010-07-13,MSFT,61928700,18.91035842895508,77.1500015258789,1213.300048828125,1095.3399658203125,24.559999465942383,3.114000082015991
133,2010-07-14,MSFT,72808100,19.14363670349121,77.04000091552734,1206.800048828125,1095.1700439453125,24.88999938964844,3.049999952316284
134,2010-07-15,MSFT,56934700,19.196308135986328,76.62000274658203,1208.0999755859375,1096.47998046875,25.13999938964844,2.9779999256134038
135,2010-07-16,MSFT,65064800,18.729755401611328,76.01000213623047,1188.0,1064.8800048828125,26.25,2.938999891281128
136,2010-07-19,MSFT,38181800,18.985610961914062,76.54000091552734,1181.699951171875,1071.25,25.96999931335449,2.96399998664856
137,2010-07-20,MSFT,45530700,19.173736572265625,77.44000244140625,1191.5,1083.47998046875,23.93000030517578,2.931999921798706
138,2010-07-21,MSFT,73297300,18.90282821655273,76.55999755859375,1191.5999755859375,1069.5899658203125,25.63999938964844,2.8919999599456787
139,2010-07-22,MSFT,73016400,19.444639205932617,79.30000305175781,1195.5,1093.6700439453125,24.6299991607666,2.931999921798706
140,2010-07-23,MSFT,108520100,19.422061920166016,78.9800033569336,1187.699951171875,1102.6600341796875,23.46999931335449,2.99399995803833
141,2010-07-26,MSFT,67249900,19.640287399291992,78.9800033569336,1183.0,1115.010009765625,22.729999542236328,2.99399995803833
142,2010-07-27,MSFT,60672100,19.68544006347656,77.5,1158.0,1113.8399658203125,23.190000534057617,3.046999931335449
143,2010-07-28,MSFT,69704800,19.52741241455078,76.98999786376953,1160.4000244140625,1106.1300048828125,24.25,3.000999927520752
144,2010-07-29,MSFT,69446200,19.58761405944824,78.36000061035156,1168.4000244140625,1101.530029296875,24.1299991607666,2.999000072479248
145,2010-07-30,MSFT,83534800,19.422061920166016,78.94999694824219,1181.699951171875,1101.5999755859375,23.5,2.907000064849853
146,2010-08-02,MSFT,55044600,19.813356399536133,81.33999633789062,1183.4000244140625,1125.8599853515625,22.01000022888184,2.963000059127808
147,2010-08-03,MSFT,56877700,19.68544006347656,82.55000305175781,1185.199951171875,1120.4599609375,22.6299991607666,2.9140000343322754
148,2010-08-04,MSFT,78531900,19.361854553222656,82.47000122070312,1193.699951171875,1127.239990234375,22.209999084472656,2.95199990272522
149,2010-08-05,MSFT,64922100,19.090959548950195,82.01000213623047,1197.199951171875,1125.81005859375,22.100000381469727,2.914999961853028
150,2010-08-06,MSFT,55982100,19.22640037536621,80.69999694824219,1203.4000244140625,1121.6400146484375,21.739999771118164,2.8239998817443848
151,2010-08-09,MSFT,57096500,19.271562576293945,81.4800033569336,1200.699951171875,1127.7900390625,22.13999938964844,2.822000026702881
152,2010-08-10,MSFT,87257700,18.865205764770508,80.25,1196.199951171875,1121.06005859375,22.3700008392334,2.7809998989105225
153,2010-08-11,MSFT,76746900,18.707183837890625,78.0199966430664,1197.5,1089.469970703125,25.38999938964844,2.684999942779541
154,2010-08-12,MSFT,70240500,18.428756713867188,75.73999786376953,1214.800048828125,1083.6099853515625,25.729999542236328,2.734999895095825
155,2010-08-13,MSFT,45263500,18.36103057861328,75.38999938964844,1214.9000244140625,1079.25,26.239999771118164,2.687999963760376
156,2010-08-16,MSFT,40909700,18.4362850189209,75.23999786376953,1224.5,1079.3800048828125,26.100000381469727,2.575000047683716
157,2010-08-17,MSFT,52912600,18.69348907470703,75.7699966430664,1226.5999755859375,1092.5400390625,24.32999992370605,2.6449999809265137
158,2010-08-18,MSFT,46818900,18.77671432495117,75.41999816894531,1229.699951171875,1094.1600341796875,24.59000015258789,2.6410000324249268
159,2010-08-19,MSFT,54064600,18.489240646362305,74.43000030517578,1233.800048828125,1075.6300048828125,26.440000534057617,2.5789999961853027
160,2010-08-20,MSFT,49560100,18.330371856689453,73.45999908447266,1227.199951171875,1071.68994140625,25.489999771118164,2.611999988555908
161,2010-08-23,MSFT,51643000,18.368194580078125,73.0999984741211,1226.9000244140625,1067.3599853515625,25.65999984741211,2.6070001125335693
162,2010-08-24,MSFT,66522500,18.18663024902344,71.62999725341797,1231.800048828125,1051.8699951171875,27.459999084472656,2.499000072479248
163,2010-08-25,MSFT,47404800,18.232032775878903,72.5199966430664,1239.5,1055.3299560546875,26.700000762939453,2.5380001068115234
164,2010-08-26,MSFT,49105300,18.02020263671875,73.36000061035156,1235.4000244140625,1047.219970703125,27.3700008392334,2.499000072479248
165,2010-08-27,MSFT,60939400,18.103422164916992,75.16999816894531,1236.0,1064.5899658203125,24.450000762939453,2.6519999504089355
166,2010-08-30,MSFT,45453100,17.884031295776367,74.69999694824219,1237.0999755859375,1048.9200439453125,27.209999084472656,2.5450000762939453
167,2010-08-31,MSFT,66074600,17.755422592163086,71.91999816894531,1248.300048828125,1049.3299560546875,26.049999237060547,2.476999998092652
168,2010-09-01,MSFT,65235900,18.080717086791992,73.91000366210938,1246.300048828125,1080.2900390625,23.88999938964844,2.5820000171661377
169,2010-09-02,MSFT,48837100,18.110986709594727,75.0199966430664,1251.5,1090.0999755859375,23.190000534057617,2.628000020980835
170,2010-09-03,MSFT,64189100,18.375755310058597,74.5999984741211,1249.199951171875,1104.510009765625,21.309999465942383,2.7060000896453857
171,2010-09-07,MSFT,51928700,18.12611389160156,74.08999633789062,1257.300048828125,1091.8399658203125,23.799999237060547,2.608999967575073
172,2010-09-08,MSFT,65512400,18.103422164916992,74.66999816894531,1255.5999755859375,1098.8699951171875,23.25,2.6540000438690186
173,2010-09-09,MSFT,46028900,18.163936614990234,74.25,1248.9000244140625,1104.1800537109375,22.809999465942383,2.760999917984009
174,2010-09-10,MSFT,58284300,18.042896270751957,76.44999694824219,1244.5,1109.550048828125,21.989999771118164,2.7950000762939453
175,2010-09-13,MSFT,114680400,18.9961051940918,77.19000244140625,1245.0999755859375,1121.9000244140625,21.209999084472656,2.740999937057495
176,2010-09-14,MSFT,87160400,18.935583114624023,76.80000305175781,1269.699951171875,1121.0999755859375,21.559999465942383,2.6659998893737797
177,2010-09-15,MSFT,56201900,19.00366973876953,76.0199966430664,1266.699951171875,1125.0699462890625,22.100000381469727,2.7230000495910645
178,2010-09-16,MSFT,44548300,19.162532806396484,74.56999969482422,1271.9000244140625,1124.6600341796875,21.71999931335449,2.759000062942505
179,2010-09-17,MSFT,70341600,19.079317092895508,73.66000366210938,1275.5999755859375,1125.5899658203125,22.01000022888184,2.746000051498413
180,2010-09-20,MSFT,49838700,19.23818588256836,74.86000061035156,1279.0,1142.7099609375,21.5,2.7060000896453857
181,2010-09-21,MSFT,52675700,19.02635765075684,73.5199966430664,1272.4000244140625,1139.780029296875,22.350000381469727,2.594000101089477
182,2010-09-22,MSFT,94299400,18.61785125732422,74.70999908447266,1290.199951171875,1134.280029296875,22.51000022888184,2.5480000972747803
183,2010-09-23,MSFT,46201800,18.481674194335938,75.18000030517578,1294.300048828125,1124.8299560546875,23.8700008392334,2.555000066757202
184,2010-09-24,MSFT,51948800,18.746456146240234,76.48999786376953,1296.0,1148.6700439453125,21.709999084472656,2.611999988555908
185,2010-09-27,MSFT,43603300,18.70862579345703,76.5199966430664,1296.699951171875,1142.1600341796875,22.540000915527344,2.5169999599456787
186,2010-09-28,MSFT,56041200,18.670804977416992,76.18000030517578,1306.5999755859375,1147.699951171875,22.600000381469727,2.4560000896453857
187,2010-09-29,MSFT,44318900,18.534629821777344,77.86000061035156,1308.5,1144.72998046875,23.25,2.50600004196167
188,2010-09-30,MSFT,61262700,18.52706718444824,79.97000122070312,1307.800048828125,1141.199951171875,23.700000762939453,2.5169999599456787
189,2010-10-01,MSFT,62672300,18.44384765625,81.58000183105469,1316.0999755859375,1146.239990234375,22.5,2.526000022888184
190,2010-10-04,MSFT,98143400,18.088281631469727,81.47000122070312,1315.4000244140625,1137.030029296875,23.530000686645508,2.4790000915527344
191,2010-10-05,MSFT,78152900,18.421157836914062,82.81999969482422,1338.9000244140625,1160.75,21.76000022888184,2.4739999771118164
192,2010-10-06,MSFT,50489700,18.481674194335938,83.2300033569336,1346.4000244140625,1159.969970703125,21.489999771118164,2.3989999294281006
193,2010-10-07,MSFT,50096100,18.55732727050781,81.66999816894531,1333.9000244140625,1158.06005859375,21.559999465942383,2.3959999084472656
194,2010-10-08,MSFT,41327800,18.587587356567383,82.66000366210938,1344.199951171875,1165.1500244140625,20.709999084472656,2.38100004196167
195,2010-10-11,MSFT,27587800,18.60272216796875,82.20999908447266,1353.300048828125,1165.3199462890625,18.959999084472656,-999.0
196,2010-10-12,MSFT,50141500,18.78428268432617,81.66999816894531,1345.699951171875,1169.77001953125,18.93000030517578,2.421999931335449
197,2010-10-13,MSFT,75336500,19.170101165771484,83.01000213623047,1369.5,1178.0999755859375,19.06999969482422,2.430999994277954
198,2010-10-14,MSFT,51949100,19.086883544921875,82.69000244140625,1376.699951171875,1173.81005859375,19.8799991607666,2.494999885559082
199,2010-10-15,MSFT,68954800,19.3214054107666,81.25,1371.0999755859375,1176.18994140625,19.030000686645508,2.575999975204468
200,2010-10-18,MSFT,48330500,19.53322982788086,83.08000183105469,1371.199951171875,1184.7099609375,19.09000015258789,2.490999937057495
201,2010-10-19,MSFT,66150900,18.98853874206543,79.48999786376953,1335.0999755859375,1165.9000244140625,20.6299991607666,2.4749999046325684
202,2010-10-20,MSFT,56283600,19.14739990234375,81.7699966430664,1343.300048828125,1178.1700439453125,19.790000915527344,2.470000028610229
203,2010-10-21,MSFT,50032400,19.23062515258789,80.55999755859375,1324.699951171875,1180.260009765625,19.270000457763672,2.5309998989105225
204,2010-10-22,MSFT,25837900,19.200366973876957,81.69000244140625,1324.4000244140625,1183.0799560546875,18.780000686645508,2.562999963760376
205,2010-10-25,MSFT,50912400,19.056625366210938,82.5199966430664,1338.300048828125,1185.6199951171875,19.850000381469727,2.553999900817871
206,2010-10-26,MSFT,69304200,19.5937442779541,82.55000305175781,1338.0,1185.6400146484375,20.21999931335449,2.635999917984009
207,2010-10-27,MSFT,64805500,19.70722770690918,81.94000244140625,1322.199951171875,1182.449951171875,20.709999084472656,2.711999893188477
208,2010-10-28,MSFT,80730300,19.88122940063477,82.18000030517578,1342.0999755859375,1183.780029296875,20.8799991607666,2.6610000133514404
209,2010-10-29,MSFT,114193200,20.17626571655273,81.43000030517578,1357.0999755859375,1183.260009765625,21.200000762939453,2.611999988555908
210,2010-11-01,MSFT,61912100,20.388090133666992,82.94999694824219,1350.199951171875,1184.3800048828125,21.82999992370605,2.628000020980835
211,2010-11-02,MSFT,54402100,20.720956802368164,83.9000015258789,1356.4000244140625,1193.5699462890625,21.56999969482422,2.594000101089477
